Area Type,Area Name (County Names),Period,SOC Level,Standard Occupational Classification (SOC),Occupational Title,Base Year Employment Estimate,Projected Year Employment Estimate,Numeric Change,Percentage Change,Exits,Transfers,Total  Job Openings,Median Hourly Wage,Median Annual Wage,Entry Level Education,Work Experience,Job Training
Metropolitan Area,San Luis Obispo-Paso Robles-Arroyo Grande MSA (San Luis Obispo County),2020-2030,4,49-3093,Tire Repairers and Changers,80,90,10,12.5,30,70,110,18.04,37518.00,High school diploma or equivalent,None,Short-term on-the-job training
Metropolitan Area,San Luis Obispo-Paso Robles-Arroyo Grande MSA (San Luis Obispo County),2020-2030,3,49-9000,"Other Installation, Maintenance, and Repair Occupations",2280,2650,370,16.2,780,1560,2710,0.00,0.00,N/A,N/A,N/A
Metropolitan Area,San Luis Obispo-Paso Robles-Arroyo Grande MSA (San Luis Obispo County),2020-2030,4,49-9012,"Control and Valve Installers and Repairers, Except Mechanical Door",30,30,0,0.0,10,10,20,30.32,63050.00,High school diploma or equivalent,None,Moderate-term on-the-job training
Metropolitan Area,San Luis Obispo-Paso Robles-Arroyo Grande MSA (San Luis Obispo County),2020-2030,4,49-9021,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",270,360,90,33.3,80,220,390,24.19,50320.00,Postsecondary non-degree award,None,Long-term on-the-job training
Metropolitan Area,San Luis Obispo-Paso Robles-Arroyo Grande MSA (San Luis Obispo County),2020-2030,4,49-9041,Industrial Machinery Mechanics,140,160,20,14.3,50,80,150,30.80,64062.00,High school diploma or equivalent,None,Long-term on-the-job training
Metropolitan Area,San Luis Obispo-Paso Robles-Arroyo Grande MSA (San Luis Obispo County),2020-2030,4,49-9051,Electrical Power-Line Installers and Repairers,280,310,30,10.7,60,200,290,60.53,125893.00,High school diploma or equivalent,None,Long-term on-the-job training
Metropolitan Area,San Luis Obispo-Paso Robles-Arroyo Grande MSA (San Luis Obispo County),2020-2030,4,49-9052,Telecommunications Line Installers and Repairers,90,90,0,0.0,20,70,90,39.65,82454.00,High school diploma or equivalent,None,Long-term on-the-job training
Metropolitan Area,San Luis Obispo-Paso Robles-Arroyo Grande MSA (San Luis Obispo County),2020-2030,4,49-9071,"Maintenance and Repair Workers, General",1090,1270,180,16.5,420,690,1290,22.69,47189.00,High school diploma or equivalent,None,Moderate-term on-the-job training
Metropolitan Area,San Luis Obispo-Paso Robles-Arroyo Grande MSA (San Luis Obispo County),2020-2030,4,49-9098,"Helpers--Installation, Maintenance, and Repair Workers",70,80,10,14.3,30,70,110,18.31,38076.00,High school diploma or equivalent,None,Short-term on-the-job training
Metropolitan Area,San Luis Obispo-Paso Robles-Arroyo Grande MSA (San Luis Obispo County),2020-2030,4,49-9099,"Installation, Maintenance, and Repair Workers, All Other",200,230,30,15.0,80,140,250,18.70,38892.00,High school diploma or equivalent,None,Moderate-term on-the-job training
Metropolitan Area,San Luis Obispo-Paso Robles-Arroyo Grande MSA (San Luis Obispo County),2020-2030,2,51-0000,Production Occupations,4640,4920,280,6.0,1790,3420,5490,19.36,40262.00,N/A,N/A,N/A
Metropolitan Area,San Luis Obispo-Paso Robles-Arroyo Grande MSA (San Luis Obispo County),2020-2030,3,51-1000,Supervisors of Production Workers,370,400,30,8.1,120,260,410,0.00,0.00,N/A,N/A,N/A
Metropolitan Area,San Luis Obispo-Paso Robles-Arroyo Grande MSA (San Luis Obispo County),2020-2030,4,51-1011,First-Line Supervisors of Production and Operating Workers,370,400,30,8.1,120,260,410,30.65,63753.00,High school diploma or equivalent,Less than 5 years,None
Metropolitan Area,San Luis Obispo-Paso Robles-Arroyo Grande MSA (San Luis Obispo County),2020-2030,3,51-2000,Assemblers and Fabricators,660,640,-20,-3.0,250,450,680,0.00,0.00,N/A,N/A,N/A
Metropolitan Area,San Luis Obispo-Paso Robles-Arroyo Grande MSA (San Luis Obispo County),2020-2030,4,51-2028,"Electrical, Electronic, and Electromechanical Assemblers, Except Coil Winders, Tapers, and Finishers",200,190,-10,-5.0,80,130,200,18.86,39232.00,High school diploma or equivalent,None,Moderate-term on-the-job training
Metropolitan Area,San Luis Obispo-Paso Robles-Arroyo Grande MSA (San Luis Obispo County),2020-2030,4,51-2090,Miscellaneous Assemblers and Fabricators,410,390,-20,-4.9,150,290,420,18.42,38316.00,High school diploma or equivalent,None,Moderate-term on-the-job training
Metropolitan Area,San Luis Obispo-Paso Robles-Arroyo Grande MSA (San Luis Obispo County),2020-2030,3,51-3000,Food Processing Workers,590,730,140,23.7,330,500,970,0.00,0.00,N/A,N/A,N/A
Metropolitan Area,San Luis Obispo-Paso Robles-Arroyo Grande MSA (San Luis Obispo County),2020-2030,4,51-3011,Bakers,230,280,50,21.7,140,190,380,15.79,32844.00,No formal educational credential,None,Long-term on-the-job training
Metropolitan Area,San Luis Obispo-Paso Robles-Arroyo Grande MSA (San Luis Obispo County),2020-2030,4,51-3021,Butchers and Meat Cutters,180,210,30,16.7,80,150,260,18.47,38400.00,No formal educational credential,None,Long-term on-the-job training
Metropolitan Area,San Luis Obispo-Paso Robles-Arroyo Grande MSA (San Luis Obispo County),2020-2030,4,51-3022,"Meat, Poultry, and Fish Cutters and Trimmers",30,40,10,33.3,10,30,50,0.00,0.00,No formal educational credential,None,Short-term on-the-job training
Metropolitan Area,San Luis Obispo-Paso Robles-Arroyo Grande MSA (San Luis Obispo County),2020-2030,4,51-3092,Food Batchmakers,90,130,40,44.4,50,80,170,15.84,32948.00,High school diploma or equivalent,None,Moderate-term on-the-job training
Metropolitan Area,San Luis Obispo-Paso Robles-Arroyo Grande MSA (San Luis Obispo County),2020-2030,3,51-4000,Metal Workers and Plastic Workers,650,720,70,10.8,210,490,770,0.00,0.00,N/A,N/A,N/A
Metropolitan Area,San Luis Obispo-Paso Robles-Arroyo Grande MSA (San Luis Obispo County),2020-2030,4,51-4031,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",40,40,0,0.0,10,30,40,19.64,40844.00,High school diploma or equivalent,None,Moderate-term on-the-job training
Metropolitan Area,San Luis Obispo-Paso Robles-Arroyo Grande MSA (San Luis Obispo County),2020-2030,4,51-4041,Machinists,200,240,40,20.0,70,150,260,23.38,48626.00,High school diploma or equivalent,None,Long-term on-the-job training
Metropolitan Area,San Luis Obispo-Paso Robles-Arroyo Grande MSA (San Luis Obispo County),2020-2030,4,51-4121,"Welders, Cutters, Solderers, and Brazers",230,260,30,13.0,60,190,280,23.93,49771.00,High school diploma or equivalent,None,Moderate-term on-the-job training
Metropolitan Area,San Luis Obispo-Paso Robles-Arroyo Grande MSA (San Luis Obispo County),2020-2030,3,51-5100,Printing Workers,120,110,-10,-8.3,40,80,110,0.00,0.00,N/A,N/A,N/A
Metropolitan Area,San Luis Obispo-Paso Robles-Arroyo Grande MSA (San Luis Obispo County),2020-2030,4,51-5112,Printing Press Operators,90,80,-10,-11.1,30,60,80,19.41,40387.00,High school diploma or equivalent,None,Moderate-term on-the-job training
Metropolitan Area,San Luis Obispo-Paso Robles-Arroyo Grande MSA (San Luis Obispo County),2020-2030,3,51-6000,"Textile, Apparel, and Furnishings Workers",290,330,40,13.8,190,190,420,0.00,0.00,N/A,N/A,N/A
Metropolitan Area,San Luis Obispo-Paso Robles-Arroyo Grande MSA (San Luis Obispo County),2020-2030,4,51-6011,Laundry and Dry-Cleaning Workers,100,130,30,30.0,80,80,190,15.00,31200.00,No formal educational credential,None,Short-term on-the-job training
Metropolitan Area,San Luis Obispo-Paso Robles-Arroyo Grande MSA (San Luis Obispo County),2020-2030,4,51-6021,"Pressers, Textile, Garment, and Related Materials",30,30,0,0.0,10,20,30,15.00,31200.00,No formal educational credential,None,Short-term on-the-job training
Metropolitan Area,San Luis Obispo-Paso Robles-Arroyo Grande MSA (San Luis Obispo County),2020-2030,4,51-6031,Sewing Machine Operators,90,100,10,11.1,60,50,120,15.00,31200.00,No formal educational credential,None,Short-term on-the-job training
Metropolitan Area,San Luis Obispo-Paso Robles-Arroyo Grande MSA (San Luis Obispo County),2020-2030,4,51-6052,"Tailors, Dressmakers, and Custom Sewers",30,20,-10,-33.3,20,10,20,0.00,0.00,No formal educational credential,None,Moderate-term on-the-job training
Metropolitan Area,San Luis Obispo-Paso Robles-Arroyo Grande MSA (San Luis Obispo County),2020-2030,3,51-7000,Woodworkers,60,80,20,33.3,30,40,90,0.00,0.00,N/A,N/A,N/A
Metropolitan Area,San Luis Obispo-Paso Robles-Arroyo Grande MSA (San Luis Obispo County),2020-2030,4,51-7011,Cabinetmakers and Bench Carpenters,50,60,10,20.0,20,30,60,22.93,47700.00,High school diploma or equivalent,None,Moderate-term on-the-job training
Metropolitan Area,San Luis Obispo-Paso Robles-Arroyo Grande MSA (San Luis Obispo County),2020-2030,3,51-8000,Plant and System Operators,470,420,-50,-10.6,130,290,370,0.00,0.00,N/A,N/A,N/A
Metropolitan Area,San Luis Obispo-Paso Robles-Arroyo Grande MSA (San Luis Obispo County),2020-2030,4,51-8021,Stationary Engineers and Boiler Operators,70,70,0,0.0,30,50,80,37.49,77985.00,High school diploma or equivalent,None,Long-term on-the-job training
Metropolitan Area,San Luis Obispo-Paso Robles-Arroyo Grande MSA (San Luis Obispo County),2020-2030,4,51-8031,Water and Wastewater Treatment Plant and System Operators,200,190,-10,-5.0,60,120,170,31.20,64897.00,High school diploma or equivalent,None,Long-term on-the-job training
Metropolitan Area,San Luis Obispo-Paso Robles-Arroyo Grande MSA (San Luis Obispo County),2020-2030,3,51-9000,Other Production Occupations,1430,1510,80,5.6,500,1120,1700,0.00,0.00,N/A,N/A,N/A
Metropolitan Area,San Luis Obispo-Paso Robles-Arroyo Grande MSA (San Luis Obispo County),2020-2030,4,51-9011,Chemical Equipment Operators and Tenders,100,80,-20,-20.0,20,70,70,39.14,81418.00,High school diploma or equivalent,None,Moderate-term on-the-job training
Metropolitan Area,San Luis Obispo-Paso Robles-Arroyo Grande MSA (San Luis Obispo County),2020-2030,4,51-9012,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",290,330,40,13.8,70,240,350,23.05,47960.00,High school diploma or equivalent,None,Moderate-term on-the-job training
Metropolitan Area,San Luis Obispo-Paso Robles-Arroyo Grande MSA (San Luis Obispo County),2020-2030,4,51-9023,"Mixing and Blending Machine Setters, Operators, and Tenders",60,70,10,16.7,20,50,80,20.12,41843.00,High school diploma or equivalent,None,Moderate-term on-the-job training
Metropolitan Area,San Luis Obispo-Paso Robles-Arroyo Grande MSA (San Luis Obispo County),2020-2030,4,51-9061,"Inspectors, Testers, Sorters, Samplers, and Weighers",150,140,-10,-6.7,60,120,170,23.58,49063.00,High school diploma or equivalent,None,Moderate-term on-the-job training
Metropolitan Area,San Luis Obispo-Paso Robles-Arroyo Grande MSA (San Luis Obispo County),2020-2030,4,51-9071,Jewelers and Precious Stone and Metal Workers,30,20,-10,-33.3,10,20,20,0.00,0.00,High school diploma or equivalent,None,Long-term on-the-job training
Metropolitan Area,San Luis Obispo-Paso Robles-Arroyo Grande MSA (San Luis Obispo County),2020-2030,4,51-9111,Packaging and Filling Machine Operators and Tenders,210,240,30,14.3,90,150,270,17.56,36527.00,High school diploma or equivalent,None,Moderate-term on-the-job training
Metropolitan Area,San Luis Obispo-Paso Robles-Arroyo Grande MSA (San Luis Obispo County),2020-2030,4,51-9124,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",70,80,10,14.3,20,50,80,23.68,49240.00,High school diploma or equivalent,None,Moderate-term on-the-job training
Metropolitan Area,San Luis Obispo-Paso Robles-Arroyo Grande MSA (San Luis Obispo County),2020-2030,4,51-9161,Computer Numerically Controlled Tool Operators,50,50,0,0.0,20,40,60,22.24,46275.00,High school diploma or equivalent,None,Moderate-term on-the-job training
Metropolitan Area,San Luis Obispo-Paso Robles-Arroyo Grande MSA (San Luis Obispo County),2020-2030,4,51-9198,Helpers--Production Workers,140,140,0,0.0,70,130,200,18.50,38483.00,High school diploma or equivalent,None,Short-term on-the-job training
Metropolitan Area,San Luis Obispo-Paso Robles-Arroyo Grande MSA (San Luis Obispo County),2020-2030,4,51-9199,"Production Workers, All Other",140,160,20,14.3,50,110,180,18.08,37619.00,High school diploma or equivalent,None,Moderate-term on-the-job training
Metropolitan Area,San Luis Obispo-Paso Robles-Arroyo Grande MSA (San Luis Obispo County),2020-2030,2,53-0000,Transportation and Material Moving Occupations,6740,8210,1470,21.8,3570,5950,10990,18.73,38955.00,N/A,N/A,N/A
Metropolitan Area,San Luis Obispo-Paso Robles-Arroyo Grande MSA (San Luis Obispo County),2020-2030,3,53-1000,Supervisors of Transportation and Material Moving Workers,380,440,60,15.8,150,280,490,0.00,0.00,N/A,N/A,N/A
Metropolitan Area,San Luis Obispo-Paso Robles-Arroyo Grande MSA (San Luis Obispo County),2020-2030,4,53-1047,"FirstLine Supervisors of Transportation & Material Moving Workers, Exc Aircraft Cargo Handling Supervisor",370,430,60,16.2,150,280,490,24.92,51843.00,High school diploma or equivalent,Less than 5 years,None
Metropolitan Area,San Luis Obispo-Paso Robles-Arroyo Grande MSA (San Luis Obispo County),2020-2030,3,53-2000,Air Transportation Workers,120,160,40,33.3,50,100,190,0.00,0.00,N/A,N/A,N/A
Metropolitan Area,San Luis Obispo-Paso Robles-Arroyo Grande MSA (San Luis Obispo County),2020-2030,3,53-3000,Motor Vehicle Operators,2160,2700,540,25.0,1170,1530,3240,0.00,0.00,N/A,N/A,N/A
Metropolitan Area,San Luis Obispo-Paso Robles-Arroyo Grande MSA (San Luis Obispo County),2020-2030,4,53-3031,Driver/Sales Workers,360,460,100,27.8,170,280,550,15.81,32874.00,High school diploma or equivalent,None,Short-term on-the-job training
Metropolitan Area,San Luis Obispo-Paso Robles-Arroyo Grande MSA (San Luis Obispo County),2020-2030,4,53-3032,Heavy and Tractor-Trailer Truck Drivers,650,750,100,15.4,290,470,860,24.97,51937.00,Postsecondary non-degree award,None,Short-term on-the-job training
Metropolitan Area,San Luis Obispo-Paso Robles-Arroyo Grande MSA (San Luis Obispo County),2020-2030,4,53-3033,Light Truck or Delivery Services Drivers,580,710,130,22.4,260,440,830,19.38,40310.00,High school diploma or equivalent,None,Short-term on-the-job training
Metropolitan Area,San Luis Obispo-Paso Robles-Arroyo Grande MSA (San Luis Obispo County),2020-2030,4,53-3052,"Bus Drivers, Transit and Intercity",330,430,100,30.3,250,190,540,33.00,68626.00,High school diploma or equivalent,None,Moderate-term on-the-job training
Metropolitan Area,San Luis Obispo-Paso Robles-Arroyo Grande MSA (San Luis Obispo County),2020-2030,4,53-3058,"Passenger Vehicle Drivers, Except Bus Drivers, Transit and Intercity",210,320,110,52.4,180,130,420,0.00,0.00,No formal educational credential,None,Short-term on-the-job training
Metropolitan Area,San Luis Obispo-Paso Robles-Arroyo Grande MSA (San Luis Obispo County),2020-2030,3,53-4000,Rail Transportation Workers,60,50,-10,-16.7,10,40,40,0.00,0.00,N/A,N/A,N/A
Metropolitan Area,San Luis Obispo-Paso Robles-Arroyo Grande MSA (San Luis Obispo County),2020-2030,4,53-4041,Subway and Streetcar Operators,30,30,0,0.0,10,20,30,0.00,0.00,High school diploma or equivalent,None,Moderate-term on-the-job training
Metropolitan Area,San Luis Obispo-Paso Robles-Arroyo Grande MSA (San Luis Obispo County),2020-2030,3,53-5000,Water Transportation Workers,30,40,10,33.3,10,30,50,0.00,0.00,N/A,N/A,N/A
Metropolitan Area,San Luis Obispo-Paso Robles-Arroyo Grande MSA (San Luis Obispo County),2020-2030,3,53-6000,Other Transportation Workers,130,140,10,7.7,60,120,190,0.00,0.00,N/A,N/A,N/A
Metropolitan Area,San Luis Obispo-Paso Robles-Arroyo Grande MSA (San Luis Obispo County),2020-2030,4,53-6021,Parking Lot Attendants,30,40,10,33.3,20,40,70,0.00,0.00,No formal educational credential,None,Short-term on-the-job training
Metropolitan Area,San Luis Obispo-Paso Robles-Arroyo Grande MSA (San Luis Obispo County),2020-2030,4,53-6031,Automotive and Watercraft Service Attendants,70,70,0,0.0,30,60,90,15.48,32202.00,No formal educational credential,None,Short-term on-the-job training
Metropolitan Area,San Luis Obispo-Paso Robles-Arroyo Grande MSA (San Luis Obispo County),2020-2030,3,53-7000,Material Moving Workers,3860,4670,810,21.0,2110,3850,6770,0.00,0.00,N/A,N/A,N/A
Metropolitan Area,San Luis Obispo-Paso Robles-Arroyo Grande MSA (San Luis Obispo County),2020-2030,4,53-7051,Industrial Truck and Tractor Operators,200,240,40,20.0,70,170,280,19.44,40436.00,No formal educational credential,None,Short-term on-the-job training
Metropolitan Area,San Luis Obispo-Paso Robles-Arroyo Grande MSA (San Luis Obispo County),2020-2030,4,53-7061,Cleaners of Vehicles and Equipment,340,400,60,17.6,180,330,570,15.12,31446.00,No formal educational credential,None,Short-term on-the-job training
Metropolitan Area,San Luis Obispo-Paso Robles-Arroyo Grande MSA (San Luis Obispo County),2020-2030,4,53-7062,"Laborers and Freight, Stock, and Material Movers, Hand",1150,1420,270,23.5,560,1120,1950,18.12,37685.00,No formal educational credential,None,Short-term on-the-job training
Metropolitan Area,San Luis Obispo-Paso Robles-Arroyo Grande MSA (San Luis Obispo County),2020-2030,4,53-7064,"Packers and Packagers, Hand",400,410,10,2.5,230,330,570,15.27,31771.00,No formal educational credential,None,Short-term on-the-job training
Metropolitan Area,San Luis Obispo-Paso Robles-Arroyo Grande MSA (San Luis Obispo County),2020-2030,4,53-7065,Stockers and Order Fillers,1480,1910,430,29.1,970,1660,3060,15.29,31803.00,High school diploma or equivalent,None,Short-term on-the-job training
Metropolitan Area,San Luis Obispo-Paso Robles-Arroyo Grande MSA (San Luis Obispo County),2020-2030,4,53-7199,"Material Moving Workers, All Other",70,70,0,0.0,20,60,80,15.29,31803.00,No formal educational credential,None,Short-term on-the-job training
Metropolitan Area,San Rafael MD (Marin County),2020-2030,1,00-0000,"Total, All Occupations",114300,131000,16700,14.6,53010,80240,149950,28.21,58663.00,N/A,N/A,N/A
Metropolitan Area,San Rafael MD (Marin County),2020-2030,2,11-0000,Management Occupations,10070,11870,1800,17.9,2690,5970,10460,62.80,130611.00,N/A,N/A,N/A
Metropolitan Area,San Rafael MD (Marin County),2020-2030,3,11-1000,Top Executives,2760,3230,470,17.0,630,1770,2870,0.00,0.00,N/A,N/A,N/A
Metropolitan Area,San Rafael MD (Marin County),2020-2030,4,11-1011,Chief Executives,410,410,0,0.0,110,160,270,0.00,0.00,Bachelor's degree,5 years or more,None
Metropolitan Area,San Rafael MD (Marin County),2020-2030,4,11-1021,General and Operations Managers,2340,2810,470,20.1,510,1600,2580,60.76,126375.00,Bachelor's degree,5 years or more,None
Metropolitan Area,San Rafael MD (Marin County),2020-2030,3,11-2000,"Advertising, Marketing, Promotions, Public Relations, and Sales Managers",990,1140,150,15.2,220,670,1040,0.00,0.00,N/A,N/A,N/A
Metropolitan Area,San Rafael MD (Marin County),2020-2030,4,11-2011,Advertising and Promotions Managers,40,50,10,25.0,10,30,50,74.95,155884.00,Bachelor's degree,Less than 5 years,None
Metropolitan Area,San Rafael MD (Marin County),2020-2030,4,11-2021,Marketing Managers,270,330,60,22.2,60,190,310,82.31,171211.00,Bachelor's degree,5 years or more,None
Metropolitan Area,San Rafael MD (Marin County),2020-2030,4,11-2022,Sales Managers,570,640,70,12.3,120,380,570,63.43,131934.00,Bachelor's degree,Less than 5 years,None
Metropolitan Area,San Rafael MD (Marin County),2020-2030,4,11-2030,Public Relations and Fundraising Managers,100,130,30,30.0,30,70,130,0.00,0.00,Bachelor's degree,5 years or more,None
Metropolitan Area,San Rafael MD (Marin County),2020-2030,3,11-3000,Operations Specialties Managers,2150,2580,430,20.0,500,1260,2190,0.00,0.00,N/A,N/A,N/A
Metropolitan Area,San Rafael MD (Marin County),2020-2030,4,11-3010,Administrative Services and Facilities Managers,370,430,60,16.2,110,200,370,0.00,0.00,Bachelor's degree,Less than 5 years,None
Metropolitan Area,San Rafael MD (Marin County),2020-2030,4,11-3021,Computer and Information Systems Managers,500,620,120,24.0,90,320,530,93.89,195279.00,Bachelor's degree,5 years or more,None
Metropolitan Area,San Rafael MD (Marin County),2020-2030,4,11-3031,Financial Managers,760,930,170,22.4,170,420,760,78.41,163086.00,Bachelor's degree,5 years or more,None
Metropolitan Area,San Rafael MD (Marin County),2020-2030,4,11-3051,Industrial Production Managers,110,130,20,18.2,20,60,100,63.05,131152.00,Bachelor's degree,5 years or more,None
Metropolitan Area,San Rafael MD (Marin County),2020-2030,4,11-3061,Purchasing Managers,60,70,10,16.7,10,40,60,75.20,156418.00,Bachelor's degree,5 years or more,None
Metropolitan Area,San Rafael MD (Marin County),2020-2030,4,11-3071,"Transportation, Storage, and Distribution Managers",100,110,10,10.0,20,60,90,53.31,110901.00,High school diploma or equivalent,5 years or more,None
Metropolitan Area,San Rafael MD (Marin County),2020-2030,4,11-3121,Human Resources Managers,150,170,20,13.3,40,90,150,72.84,151511.00,Bachelor's degree,5 years or more,None
Metropolitan Area,San Rafael MD (Marin County),2020-2030,4,11-3131,Training and Development Managers,90,110,20,22.2,20,70,110,74.95,155884.00,Bachelor's degree,5 years or more,None
Metropolitan Area,San Rafael MD (Marin County),2020-2030,3,11-9000,Other Management Occupations,4170,4910,740,17.7,1350,2280,4370,0.00,0.00,N/A,N/A,N/A
Metropolitan Area,San Rafael MD (Marin County),2020-2030,4,11-9013,"Farmers, Ranchers, and Other Agricultural Managers",310,300,-10,-3.2,190,110,290,36.81,76564.00,High school diploma or equivalent,5 years or more,None
Metropolitan Area,San Rafael MD (Marin County),2020-2030,4,11-9021,Construction Managers,530,670,140,26.4,120,300,560,59.75,124277.00,Bachelor's degree,None,Moderate-term on-the-job training
Metropolitan Area,San Rafael MD (Marin County),2020-2030,4,11-9032,"Education Administrators, Elementary and Secondary School",190,210,20,10.5,50,90,160,0.00,131894.00,Master's degree,5 years or more,None
Metropolitan Area,San Rafael MD (Marin County),2020-2030,4,11-9033,"Education Administrators, Postsecondary",50,50,0,0.0,10,20,30,76.82,159783.00,Master's degree,Less than 5 years,None
Metropolitan Area,San Rafael MD (Marin County),2020-2030,4,11-9039,"Education Administrators, All Other",120,140,20,16.7,30,60,110,49.03,101978.00,Bachelor's degree,Less than 5 years,None
Metropolitan Area,San Rafael MD (Marin County),2020-2030,4,11-9041,Architectural and Engineering Managers,130,140,10,7.7,20,70,100,95.63,198904.00,Bachelor's degree,5 years or more,None
Metropolitan Area,San Rafael MD (Marin County),2020-2030,4,11-9051,Food Service Managers,430,590,160,37.2,160,410,730,36.71,76361.00,High school diploma or equivalent,Less than 5 years,None
Metropolitan Area,San Rafael MD (Marin County),2020-2030,4,11-9111,Medical and Health Services Managers,410,570,160,39.0,120,250,530,63.21,131471.00,Bachelor's degree,Less than 5 years,None
Metropolitan Area,San Rafael MD (Marin County),2020-2030,4,11-9121,Natural Sciences Managers,70,90,20,28.6,20,40,80,93.85,195209.00,Bachelor's degree,5 years or more,None
Metropolitan Area,San Rafael MD (Marin County),2020-2030,4,11-9141,"Property, Real Estate, and Community Association Managers",810,820,10,1.2,310,310,630,30.00,62401.00,High school diploma or equivalent,Less than 5 years,None
Metropolitan Area,San Rafael MD (Marin County),2020-2030,4,11-9151,Social and Community Service Managers,230,250,20,8.7,70,130,220,38.66,80403.00,Bachelor's degree,Less than 5 years,None
Metropolitan Area,San Rafael MD (Marin County),2020-2030,4,11-9198,"Personal Service Managers; Entertainment and Recreation Managers, Except Gambling; and Managers, All Other",680,840,160,23.5,180,370,710,0.00,0.00,Bachelor's degree,Less than 5 years,None
Metropolitan Area,San Rafael MD (Marin County),2020-2030,2,13-0000,Business and Financial Operations Occupations,7510,8700,1190,15.8,2110,4710,8010,44.95,93508.00,N/A,N/A,N/A
Metropolitan Area,San Rafael MD (Marin County),2020-2030,3,13-1000,Business Operations Specialists,5100,6080,980,19.2,1450,3310,5740,0.00,0.00,N/A,N/A,N/A
Metropolitan Area,San Rafael MD (Marin County),2020-2030,4,13-1011,"Agents and Business Managers of Artists, Performers, and Athletes",60,70,10,16.7,20,50,80,48.26,100383.00,Bachelor's degree,Less than 5 years,None
Metropolitan Area,San Rafael MD (Marin County),2020-2030,4,13-1020,Buyers and Purchasing Agents,230,240,10,4.3,80,150,240,37.36,77715.00,Bachelor's degree,None,Moderate-term on-the-job training
Metropolitan Area,San Rafael MD (Marin County),2020-2030,4,13-1031,"Claims Adjusters, Examiners, and Investigators",50,40,-10,-20.0,10,20,20,37.24,77456.00,High school diploma or equivalent,None,Long-term on-the-job training
Metropolitan Area,San Rafael MD (Marin County),2020-2030,4,13-1041,Compliance Officers,230,270,40,17.4,60,130,230,38.50,80097.00,Bachelor's degree,None,Moderate-term on-the-job training
Metropolitan Area,San Rafael MD (Marin County),2020-2030,4,13-1051,Cost Estimators,150,170,20,13.3,50,100,170,39.06,81253.00,Bachelor's degree,None,Moderate-term on-the-job training
Metropolitan Area,San Rafael MD (Marin County),2020-2030,4,13-1071,Human Resources Specialists,580,680,100,17.2,170,420,690,40.17,83556.00,Bachelor's degree,None,None
Metropolitan Area,San Rafael MD (Marin County),2020-2030,4,13-1081,Logisticians,150,210,60,40.0,40,120,220,47.92,99670.00,Bachelor's degree,None,None
Metropolitan Area,San Rafael MD (Marin County),2020-2030,4,13-1111,Management Analysts,520,600,80,15.4,180,320,580,51.35,106796.00,Bachelor's degree,Less than 5 years,None
Metropolitan Area,San Rafael MD (Marin County),2020-2030,4,13-1121,"Meeting, Convention, and Event Planners",150,200,50,33.3,50,130,230,36.77,76490.00,Bachelor's degree,None,None
Metropolitan Area,San Rafael MD (Marin County),2020-2030,4,13-1131,Fundraisers,70,80,10,14.3,20,50,80,38.24,79538.00,Bachelor's degree,None,None
Metropolitan Area,San Rafael MD (Marin County),2020-2030,4,13-1141,"Compensation, Benefits, and Job Analysis Specialists",50,60,10,20.0,20,30,60,44.48,92502.00,Bachelor's degree,Less than 5 years,None
Metropolitan Area,San Rafael MD (Marin County),2020-2030,4,13-1151,Training and Development Specialists,240,290,50,20.8,80,160,290,36.55,76017.00,Bachelor's degree,Less than 5 years,None
Metropolitan Area,San Rafael MD (Marin County),2020-2030,4,13-1161,Market Research Analysts and Marketing Specialists,720,970,250,34.7,200,620,1070,40.17,83557.00,Bachelor's degree,None,None
Metropolitan Area,San Rafael MD (Marin County),2020-2030,4,13-1198,"Project Management Specialists and Business Operations Specialists, All Other",1890,2190,300,15.9,470,1000,1770,0.00,0.00,Bachelor's degree,None,None
Metropolitan Area,San Rafael MD (Marin County),2020-2030,3,13-2000,Financial Specialists,2410,2620,210,8.7,650,1400,2260,0.00,0.00,N/A,N/A,N/A
Metropolitan Area,San Rafael MD (Marin County),2020-2030,4,13-2011,Accountants and Auditors,1050,1200,150,14.3,310,670,1130,48.29,100439.00,Bachelor's degree,None,None
Metropolitan Area,San Rafael MD (Marin County),2020-2030,4,13-2020,Property Appraisers and Assessors,70,70,0,0.0,30,20,50,48.16,100188.00,Bachelor's degree,None,Long-term on-the-job training
Metropolitan Area,San Rafael MD (Marin County),2020-2030,4,13-2052,Personal Financial Advisors,430,420,-10,-2.3,100,210,300,61.75,128437.00,Bachelor's degree,None,Long-term on-the-job training
Metropolitan Area,San Rafael MD (Marin County),2020-2030,4,13-2072,Loan Officers,230,250,20,8.7,50,130,200,43.87,91247.00,Bachelor's degree,Less than 5 years,Moderate-term on-the-job training
Metropolitan Area,San Rafael MD (Marin County),2020-2030,4,13-2098,"Financial and Investment Analysts, Financial Risk Specialists, and Financial Specialists, All Other",440,480,40,9.1,80,260,380,0.00,0.00,Bachelor's degree,None,None
Metropolitan Area,San Rafael MD (Marin County),2020-2030,2,15-0000,Computer and Mathematical Occupations,3700,4590,890,24.1,890,2040,3820,60.05,124892.00,N/A,N/A,N/A
